id,x1,x2,x3,rawCount1,rawCount2,rawCount3,rawCount4,rawCount5,rawCount6,rawCount7,rawCount8,rawCount9,rawCount10,rawCount11,rawCount12,rawCount13,rawCount14,rawCount15,rawCount16,rawCount17,rawCount18,rawCount19,rawCount20,rawCount21,rawCount22,rawCount23,rawCount24,rawCount25,rawCount26,rawCount27,rawCount28,rawCount29,rawCount30,rawCount31,rawCount32,rawCount33,rawCount34,rawCount35,rawCount36,rawCount37,rawCount38,rawCount39,rawCount40,rawCount41,rawCount42,rawCount43,rawCount44,rawCount45,rawCount46,rawCount47,rawCount48,rawCount49,rawCount50,rawCount51,rawCount52,rawCount53,rawCount54,rawCount55,rawCount56,rawCount57,rawCount58,rawCount59,rawCount60,rawCount61,rawCount62,rawCount63,rawCount64,rawCount65,rawCount66,rawCount67,rawCount68,rawCount69,rawCount70,rawCount71,rawCount72,rawCount73,rawCount74,rawCount75,rawCount76,rawCount77,rawCount78,rawCount79,rawCount80,rawCount81,rawCount82,rawCount83,rawCount84,rawCount85,rawCount86,rawCount87,rawCount88,rawCount89,rawCount90,rawCount91,rawCount92,rawCount93,rawCount94,rawCount95,rawCount96,rawCount97,rawCount98,rawCount99,rawCount100,rawCount101,rawCount102,rawCount103,rawCount104,rawCount105,rawCount106,rawCount107,rawCount108,rawCount109,rawCount110,rawCount111,rawCount112,rawCount113,rawCount114,rawCount115,rawCount116,rawCount117,rawCount118,rawCount119,rawCount120,rawCount121,rawCount122,rawCount123,rawCount124,rawCount125,rawCount126,rawCount127,rawCount128,rawCount129,rawCount130,rawCount131,rawCount132,rawCount133,rawCount134,rawCount135,rawCount136,rawCount137,rawCount138,rawCount139,rawCount140,rawCount141,rawCount142,rawCount143,rawCount144,rawCount145,rawCount146,rawCount147,rawCount148,rawCount149,rawCount150,rawCount151,rawCount152,rawCount153,rawCount154,rawCount155,rawCount156,rawCount157,rawCount158,rawCount159,rawCount160,rawCount161,rawCount162,rawCount163,rawCount164,rawCount165,rawCount166,rawCount167,rawCount168,rawCount169,rawCount170,rawCount171,rawCount172,rawCount173,rawCount174,rawCount175,rawCount176,rawCount177,rawCount178,rawCount179,rawCount180,rawCount181,rawCount182,rawCount183,rawCount184,rawCount185,rawCount186,rawCount187,rawCount188,rawCount189,rawCount190,rawCount191,rawCount192,rawCount193,rawCount194,rawCount195,rawCount196,rawCount197,rawCount198,rawCount199,rawCount200,rawCount201,rawCount202,rawCount203,rawCount204,rawCount205,rawCount206,rawCount207,rawCount208,rawCount209,rawCount210,rawCount211,rawCount212,rawCount213,rawCount214,rawCount215,rawCount216,rawCount217,rawCount218
1,0.460326998,0,0.549706501,0,0,4,0,11,0,0,0,0,3,1,27,11,1,0,0,0,0,165,0,0,22,13,0,0,1,24,0,0,21,0,12,28,0,3,0,2127,0,0,0,0,3,4,9,4,3,0,9,9,22,2,17,1,0,26,0,1,0,0,0,0,0,16,0,0,4,15,7,4,0,0,0,43,125,0,30,10,0,7,2,0,0,16,0,12,3,0,0,0,22,372,80,6,0,0,7,0,0,15,0,0,5,1,0,0,26,0,4,1,0,0,0,29,0,0,1,6,0,0,0,0,0,3,0,0,37,0,0,1,0,10,47,0,3,0,12,0,0,7,2,0,0,0,0,8,0,0,5,1,0,0,2,1,2,0,13,0,6,4,0,162,0,14,7,0,0,0,1,0,8,0,0,2,0,0,20,0,0,14,11,510,1,1,0,10,0,1,48,6,0,0,0,2,9,0,0,1,0,0,0,15,50,29,0,0,0,0,0,0,0,0,0,2,280,30,0,1,0
2,0.332167933,0,-0.195616148,0,32,0,0,41,64,0,57,21,2,64,0,109,330,0,49,0,0,135,3,49,0,40,0,0,0,0,0,0,23,0,0,0,2,8,0,0,0,3,0,0,40,489,0,55,58,0,15,29,0,6,12,1,471,7,0,0,85,6,3,14,0,5,2,74,0,0,1650,6,0,0,9,0,0,0,14,5,18,59,0,75,76,0,6,0,115,0,0,0,1,0,188,0,10,59,0,0,0,67,25,0,0,0,0,120,0,1,0,0,31,0,13,6,3,61,0,345,298,43,120,0,0,0,0,0,0,24,2,53,0,486,0,0,0,0,837,28,0,31,7,165,9,0,0,0,43,0,17,4,43,0,0,5,11,0,0,9,14,11,5,12,0,0,0,605,0,17,0,3,20,65,6,6,11,0,0,0,217,0,0,3,0,30,0,100,23,0,0,0,13,7,110,0,52,16,0,2,0,0,59,117,0,0,0,0,0,42,0,95,0,13,20,7,105,0,0,0,130
3,0.381362218,0,-0.939441212,0,13,0,0,0,53,0,8,0,3,0,212,28,116,0,0,0,12,27,72,0,0,24,17,46,0,0,0,0,0,0,31,58,0,0,0,0,0,3,0,42,84,16,0,0,15,11,0,9,0,4,40,0,0,43,0,0,2,0,0,8,0,1,11,77,8,0,0,9,9,0,6,86,183,0,48,8,28,0,5,0,0,2,2,82,20,30,0,0,1,53,54,0,7,0,0,30,159,0,14,0,0,0,5,16,8,0,0,0,17,0,0,4,37,4,0,12,0,14,0,0,28,3,0,5,3,0,0,12,6,20,0,0,30,8,0,23,5,5,0,145,2,0,7,0,0,9,0,0,7,7,106,3,9,5,2,0,0,7,1,370,16,0,1,0,0,20,2,0,0,2,0,27,17,3,11,92,0,2,22,192,3,2,68,0,0,2,0,0,9,0,397,3,0,96,14,42,0,0,3,11,16,559,0,9,3,0,32,1,9,0,0,0,0,0,20,12,0
4,1.143917938,0,0.607213326,103,0,0,340,36,16,0,423,0,1,24,0,0,0,0,0,45,0,53,0,7,0,0,0,70,11,653,488,0,268,132,15,272,0,43,0,0,95,0,119,0,13,0,1125,7,20,5,0,139,0,34,0,12,0,0,7,55,0,0,6,222,0,37,12,71,0,110,14,0,19,0,0,0,68,0,35,50,645,76,0,4,0,0,28,0,0,8,0,0,0,0,0,14,22,0,0,0,524,537,86,2160,0,0,25,0,0,1,0,82,353,0,28,0,0,0,0,0,31,0,1328,559,0,36,25,0,0,0,12,0,0,0,0,0,0,14,0,7,5,47,13,17,6,0,0,0,0,2,0,21,6,118,338,9,17,26,0,51,7,101,2,0,23,3,0,38,64,0,47,0,0,0,0,0,37,7,0,17,0,0,0,0,0,2,0,1,0,0,0,0,1,23,0,13,404,20,0,317,0,6,0,8,0,0,0,146,0,1,0,6,0,7,0,15,0,0,0,0,0
5,0.614714384,1,-0.121570656,2,16,9,0,26,9,0,0,0,13,2,49,0,8,0,2,150,0,0,0,0,0,14,0,31,12,51,0,17,14,14,7,0,74,12,11,30,8,2,0,0,0,12,122,0,0,6,5,18,0,23,0,0,0,0,0,7,2,0,4,1,0,0,13,0,0,162,0,22,28,3,0,0,0,0,0,0,0,30,3,108,0,2,93,8,0,27,9,0,0,70,0,10,0,0,2,5,0,73,11,24,0,0,0,4,0,0,12,0,20,0,0,0,0,8,0,16,3,2,78,0,16,50,0,5,11,35,17,0,2,3,0,9,0,5,0,0,10,0,2,0,0,7,94,5,28,0,0,3,2,0,0,1,0,3,85,82,0,7,1,0,0,5,0,0,45,0,3,6,0,22,40,10,0,0,0,43,0,12,98,4,1,8,2,3,0,0,0,5,0,4,39,0,14,0,1,0,1,0,19,0,1,0,0,0,6,0,0,0,3,9,0,0,0,401,24,0,7
6,0.928413926,1,0.080774662,1,0,18,54,144,6,33,5,22,0,0,109,32,5,7,0,266,0,48,6,0,0,44,42,8,11,228,0,24,4,45,0,116,0,0,0,155,0,0,24,0,9,0,23,3,0,0,14,16,158,0,3,0,54,0,20,0,2,13,2,26,0,0,8,43,6,0,0,1,1,11,13,0,149,0,0,64,44,0,0,0,0,36,9,12,0,165,0,1,0,7,35,31,0,0,56,15,139,0,36,16,27,0,0,0,0,0,0,12,0,0,0,0,4,0,34,7,0,67,347,0,9,4,13,60,0,94,8,0,0,0,0,5,3,0,2,8,0,9,7,1,0,38,11,0,12,52,3,0,33,28,49,3,0,0,61,133,5,34,1,163,0,22,0,0,0,4,12,4,0,0,195,0,0,1,27,15,0,0,4,0,0,2,0,4,0,3,0,0,35,0,138,0,1,0,17,0,2,13,4,13,12,16,0,43,40,0,29,0,0,0,40,6,548,132,0,0,1
7,0.123581237,1,-0.761630334,196,181,10,0,0,14,1,433,13,7,1,162,0,2,16,73,537,0,0,0,0,17,10,10,0,3,0,10,3,0,14,0,22,0,0,11,0,0,0,0,0,0,26,0,1,0,0,3,66,2,0,0,0,0,9,0,0,5,2,3,2,3,21,0,21,0,9,0,0,2,3,3,0,0,1,25,0,4,0,13,9,34,0,304,10,1,0,0,87,0,187,31,0,154,0,0,36,0,624,8,29,0,0,2,5,20,9,6,5,7,0,0,5,8,0,2,0,0,16,28,10,203,39,6,30,0,146,32,0,0,1,0,72,0,0,0,0,0,0,3,2,5,4,0,21,7,6,7,0,75,0,0,1,400,0,2,25,0,3,0,0,16,21,4,199,128,0,0,5,3,0,0,0,74,0,0,209,16,11,0,0,1,0,0,2,0,1,0,4,1,3,19,1,0,6,0,115,1,11,0,60,2,0,39,3,0,0,26,50,0,23,0,2,12,0,12,0,8
8,0.393409067,0,0.411573185,11,9,0,7,35,0,0,228,0,0,0,0,3,0,0,2,50,0,0,0,0,0,12,1,12,25,19,80,0,18,6,64,27,0,16,0,35,0,0,0,38,0,0,17,5,7,7,1,0,0,4,35,3,23,0,0,64,0,11,0,4,5,32,20,0,1,0,0,0,0,0,2,18,0,2,5,9,7,0,6,29,5,0,0,0,0,2,23,0,31,59,22,0,4,0,0,0,15,0,0,162,72,1,2,0,0,0,0,0,0,0,3,12,0,0,14,19,37,156,38,121,0,8,0,0,4,15,0,1,0,23,0,0,0,14,0,1,0,0,1,0,0,7,0,2,27,4,0,0,6,0,6,1,25,2,7,49,4,0,0,2,2,8,0,113,0,0,11,0,3,0,46,0,0,23,48,0,0,0,1,0,0,0,13,0,0,1,0,0,49,0,49,1,142,0,0,19,2,15,1,0,0,0,5,4,0,0,12,424,13,3,6,2,79,357,0,0,3
9,0.521584944,0,-1.400374072,0,0,11,0,116,19,1,0,0,2,5,0,0,0,0,0,160,12,0,0,0,4,0,6,0,0,81,0,0,0,0,0,0,8,0,5,23,294,0,0,45,0,0,63,45,7,0,6,29,15,0,7,11,95,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,19,0,8,117,130,0,0,0,0,0,9,7,0,274,16,0,1,5,20,17,24,52,0,37,0,63,44,3,0,0,18,4,0,0,6,26,1,0,0,0,25,4,7,10,11,1,4,0,0,8,119,0,0,0,10,32,43,4,6,1,0,0,0,41,0,15,0,0,2,1,0,0,6,16,15,0,0,0,0,0,0,11,96,0,9,7,34,182,2,11,2,0,2,10,0,283,0,4,10,9,0,0,2,3,273,0,9,0,16,0,15,17,17,23,42,2,27,0,0,0,7,0,53,3,0,5,0,39,1,1,0,0,104,45,0,14,0,0,20,30,1,2,0,0,0,0,0,46,23
10,1.395153283,0,0.535936659,6,56,68,0,1,113,16,0,55,0,1,0,0,0,0,0,0,0,5,0,10,19,0,16,3,5,0,0,7,0,0,22,472,0,0,0,75,9,0,0,602,22,2,84,0,8,2,0,0,1,0,0,0,67,10,1,0,0,0,0,0,0,18,20,18,0,938,90,0,18,35,45,0,0,15,40,0,130,8,0,2,0,51,0,0,0,0,117,0,0,0,0,2,0,99,0,0,123,0,120,0,15,3,0,2,0,0,0,6,658,0,0,0,0,4,0,0,215,0,2556,115,0,0,29,0,12,0,11,0,0,7,0,0,0,0,189,1,65,3,15,7,3,0,76,0,0,9,2,23,0,216,0,10,0,35,24,2,0,180,0,0,0,0,0,36,0,52,0,19,19,0,0,0,0,0,0,70,0,2,13,3,2,3,0,1,0,0,0,28,2,33,0,14,0,0,2,0,5,8,0,8,0,21,0,0,47,17,106,0,0,107,3,17,3,249,0,2,0
